235.14,65.12,56.80,169.20
231.29,78.88,57.84,169.96
227.92,77.57,58.76,172.24
227.50,76.17,59.72,174.68
227.34,70.11,60.16,175.04
227.68,69.62,59.60,171.40
222.10,64.39,59.68,170.68
222.58,65.16,58.80,169.12
222.62,67.08,58.04,165.28
222.06,70.64,56.80,160.68
218.15,75.07,56.80,159.80
218.39,81.28,57.72,161.68
218.11,81.53,58.16,162.12
217.41,79.69,59.44,165.08
217.20,79.34,59.72,165.04
217.00,79.00,60.00,165.00
217.39,73.25,59.80,165.48
217.78,67.93,59.60,165.96
217.29,64.77,61.16,172.60
216.87,63.57,62.56,175.32
216.54,60.89,63.80,181.00
222.31,59.97,64.88,183.84
227.90,61.81,62.92,180.60
227.46,62.56,63.84,183.12
227.43,65.93,63.96,185.32
230.92,64.18,64.60,189.20
233.73,71.42,63.72,187.36
233.02,68.84,65.16,192.88
232.41,59.52,66.40,199.36
231.96,51.08,67.32,202.32
233.98,43.05,67.20,203.60
233.32,27.56,68.16,206.60
232.75,25.35,68.92,211.20
232.05,23.14,69.96,215.80
236.47,27.90,71.20,220.20
231.77,36.17,69.60,217.80
238.44,48.32,67.44,210.88
237.59,46.76,67.72,214.20
238.06,52.85,67.48,214.80
238.47,53.04,67.36,215.72
239.00,53.00,67.00,216.00
245.92,52.45,68.20,214.84
246.01,45.06,69.40,213.68
244.66,40.36,73.48,220.80
244.76,38.79,74.64,219.40
246.07,39.35,73.40,212.60
247.03,33.15,74.48,211.12
246.60,30.67,77.00,213.24
253.54,29.44,78.64,212.84
257.93,26.28,80.44,212.40
261.98,23.41,83.40,216.40
263.35,27.42,84.44,214.64
267.37,26.19,86.44,214.80
268.06,28.07,85.56,208.72
267.97,28.58,86.24,205.40
267.45,26.63,87.80,205.60
267.14,21.77,88.92,204.04
265.83,19.02,92.04,206.80
268.15,23.71,93.16,205.20
263.96,27.80,91.24,198.28
264.58,29.48,90.20,192.20
263.05,37.59,89.48,187.00
262.85,43.37,90.24,184.52
260.72,39.52,94.84,190.04
261.36,41.20,93.92,184.48
261.00,34.00,95.00,183.00
261.01,25.70,94.36,182.72
259.19,15.67,97.40,188.88
260.22,16.83,94.72,185.32
257.27,11.95,92.28,181.40
256.30,10.16,93.40,184.80
254.48, 7.15,96.20,190.64
255.18,15.70,93.96,187.20
256.49,20.21,90.52,182.04
255.20,27.09,89.96,181.92
251.23,34.73,88.60,180.20
251.28,56.39,87.96,179.92
250.33,54.56,89.32,183.64
246.05,52.97,90.68,186.88
245.53,45.54,90.68,187.92
246.24,40.88,88.20,184.00
243.91,34.47,86.76,182.52
243.34,29.33,87.40,184.48
239.61,30.98,85.16,181.04
239.55,33.66,84.28,180.32
238.69,32.48,85.00,182.80
238.26,40.10,84.84,183.52
238.52,50.00,81.48,176.96
232.77,55.60,81.24,178.40
231.92,60.27,82.04,181.04
232.00,61.00,81.00,180.00
228.99,48.61,82.08,179.56
227.71,40.02,85.00,182.80
221.76,34.24,86.24,182.56
222.09,28.24,87.00,181.60
215.00,20.47,89.20,184.00
215.19,20.89,90.24,183.40
214.65,19.87,92.72,185.68
210.78,19.02,95.04,187.64
206.60,18.34,97.72,189.24
206.56,25.57,99.20,189.00
205.95,40.02,101.84,190.56
205.97,47.59,103.20,190.36
206.64,49.54,103.28,187.12
206.56,56.97,104.84,187.36
205.69,55.43,108.00,191.20
211.45,50.07,107.96,187.84
211.70,48.17,109.52,188.08
213.05,41.61,112.52,191.20
220.55,41.69,114.16,191.60
227.85,43.76,113.80,188.00
235.10,42.15,117.12,191.76
235.98,48.66,119.20,193.16
243.27,49.64,120.80,193.44
243.90,49.82,122.40,193.72
244.00,50.00,124.00,194.00
243.36,42.26,122.48,195.00
244.35,44.16,118.88,191.60
243.15,41.56,119.08,195.92
248.63,31.46,119.44,200.56
247.02,23.61,119.80,203.60
247.66,17.63,115.68,200.88
248.09,19.92,111.96,197.36
249.23,25.17,106.84,192.40
248.20,29.70,106.04,194.64
250.75,37.93,103.80,194.00
254.94,44.46,103.16,196.56
254.09,43.07,102.12,200.28
252.82,38.20,101.92,203.80
251.02,32.24,102.76,208.96
250.23,29.19,101.60,209.80
250.08,22.57,99.16,209.68
248.65,21.25,99.28,213.88
249.29,24.10,95.24,209.76
248.58,24.23,93.92,211.08
246.36,24.35,92.60,212.40
245.43,30.95,92.32,215.96
245.66,39.71,89.72,214.68
237.76,45.44,89.92,219.24
236.78,45.08,89.16,221.40
236.00,45.00,88.00,223.00
229.23,38.00,87.96,221.00
229.81,37.72,88.00,219.32
223.84,32.69,86.72,214.80
215.66,20.26,91.68,223.68
213.32,15.16,95.60,232.80
205.59,21.50,97.32,234.92
203.66,19.70,98.80,237.48
199.72,30.02,96.84,230.72
201.38,39.98,95.04,224.36
201.37,41.34,96.60,225.60
204.03,46.69,92.80,214.16
204.41,43.40,93.56,213.64
205.28,32.02,93.36,211.68
207.14,20.79,91.16,205.64
209.89,17.95,87.20,194.20
213.72,11.21,86.84,192.76
218.87,15.16,83.40,183.44
220.19,19.15,82.04,178.36
221.42,24.69,80.84,173.92
223.47,32.33,78.00,166.20
229.81,53.84,75.92,159.36
230.96,66.17,75.32,155.92
233.89,74.63,72.36,148.48
236.09,75.40,71.60,145.08
237.00,76.00,71.00,142.00
243.50,75.99,70.36,143.32
248.76,70.83,69.64,144.40
253.94,70.68,69.08,145.96
254.34,71.92,67.60,144.76
259.71,72.53,66.60,144.80
270.21,72.95,65.68,145.24
274.59,74.14,63.52,144.12
278.49,73.71,63.20,146.24
280.27,79.38,62.24,146.44
280.59,80.35,60.80,145.80
286.22,81.47,58.72,144.84
287.40,73.34,60.76,152.24
290.36,73.64,59.32,152.92
290.68,74.85,57.96,151.76
292.53,69.88,57.20,152.80
298.77,71.76,55.60,150.24
298.02,70.20,56.20,154.56
297.05,67.44,57.24,161.28
296.37,65.54,57.68,166.28
296.59,63.88,58.20,170.80
296.26,63.36,57.96,173.04
296.63,60.95,55.84,168.88
295.72,60.30,55.56,170.92
295.38,59.53,55.24,172.84
295.00,59.00,55.00,175.00
284.29,54.49,54.44,173.48
279.56,56.88,52.96,169.20
269.06,51.65,53.32,170.44
263.67,51.20,53.60,172.28
253.70,51.32,53.80,173.00
247.99,58.18,53.16,171.20
238.53,57.83,53.24,172.28
229.16,63.07,53.92,172.36
225.47,69.66,51.88,168.36
218.13,76.17,50.20,163.20
213.32,73.10,48.40,157.40
207.02,70.40,48.84,159.44
202.61,67.46,50.12,161.96
198.05,64.80,50.36,163.32
198.19,53.69,49.40,161.00
193.52,64.10,48.20,157.16
192.04,67.55,47.40,154.92
190.03,68.27,46.60,152.68
189.64,73.25,46.04,151.40
193.58,68.45,45.20,149.00
206.39,68.80,43.52,144.92
210.79,69.03,43.52,144.20
207.15,73.86,42.76,142.12
203.84,73.74,42.84,142.44
201.00,75.00,42.00,140.00
200.32,75.10,43.44,141.72
200.63,75.20,44.88,143.44
199.91,79.13,46.32,145.16
196.31,84.38,46.40,143.32
188.55,72.90,46.40,139.00
181.45,75.55,49.12,144.24
178.54,80.16,50.64,148.44
176.46,82.58,52.84,151.72
176.16,86.95,55.04,155.00
175.88,86.13,57.20,158.80
176.21,86.61,58.16,159.00
176.49,87.18,59.20,159.96
176.49,87.26,60.80,162.04
176.50,85.48,62.40,164.12
176.90,86.53,63.20,164.60
183.21,86.90,64.68,166.44
183.15,86.31,66.80,170.20
183.98,88.73,67.76,170.48
184.71,89.91,69.32,172.56
184.92,90.21,70.60,173.80
185.88,96.53,71.88,175.04
186.79,98.66,71.40,172.76
187.05,99.11,72.60,173.84
187.04,99.61,73.76,174.80
187.00,100.00,75.00,176.00
187.42,99.63,74.04,175.84
188.34,100.81,72.08,172.60
189.38,100.46,71.12,172.40
195.10,100.11,70.16,172.20
194.70,96.57,71.80,178.40
196.35,100.92,71.76,181.08
199.04,103.20,70.00,178.60
201.21,110.02,66.64,172.68
202.35,112.19,65.36,171.20
203.13,111.19,64.80,172.60
211.35,110.55,62.32,168.56
212.21,107.00,61.44,168.52
218.54,106.42,60.60,169.12
219.34,106.03,59.80,169.36
225.97,103.60,58.40,167.20
232.20,103.07,57.56,167.28
238.59,106.64,56.36,166.28
239.10,105.87,56.00,167.24
244.58,108.03,53.48,162.36
246.86,106.82,52.40,161.80
251.33,105.56,52.32,164.24
257.53,105.80,51.24,163.68
258.43,101.26,50.32,163.44
263.80,99.69,50.12,165.60
265.00,100.00,49.00,165.00
269.73,99.88,49.60,165.28
268.67,100.00,49.44,163.04
267.70,99.24,50.16,163.56
266.72,99.43,50.88,164.08
265.35,95.95,52.40,167.00
267.74,105.71,53.08,167.40
272.66,96.79,53.76,167.80
263.39,99.91,54.76,169.48
257.24,99.66,55.76,170.52
256.53,96.65,56.80,172.40
252.60,89.79,59.04,178.52
251.63,87.20,60.12,178.72
250.82,87.44,60.88,179.28
250.01,90.05,61.64,179.84
248.90,92.62,63.00,182.80
242.63,101.77,62.80,179.52
241.60,103.16,63.92,181.52
241.60,109.46,62.96,178.80
236.49,106.73,62.92,176.36
234.91,107.84,62.60,173.00
222.57,95.55,64.12,176.76
220.48,94.60,64.96,177.68
219.27,89.07,65.72,178.44
212.39,89.04,66.36,178.72
211.00,89.00,67.00,179.00
210.36,89.02,66.75,178.54
205.92,91.45,65.42,174.17
206.88,97.83,63.62,171.50
203.16,104.58,62.67,168.83
203.77,109.20,62.96,170.54
198.29,105.38,65.25,175.00
197.96,97.05,67.67,181.92
198.29,98.25,65.00,175.33
199.43,92.80,64.00,173.75
200.53,91.57,63.08,170.83
194.97,82.54,63.88,174.75
195.08,80.49,65.00,177.50
192.28,78.44,66.12,180.25
192.99,80.61,66.58,181.17
193.84,82.14,66.75,182.12
191.48,92.68,65.67,179.33
192.75,95.00,64.50,175.58
199.24,97.66,61.25,169.00
199.25,90.73,63.08,172.58
201.09,89.32,63.33,174.33
211.68,78.78,64.88,180.38
213.16,79.74,63.67,176.25
220.00,74.06,63.29,175.46
221.00,74.00,63.00,175.00
